prob,error,minimum,feval,niter,convergence
cubic_7.5_-10.0_-6.0_0.5_150_16.csv,8.646066108619621e-7,4.4727991812544415e-11,5.0,5,true
cubic_7.5_-2.5_-7.0_4.0_700_154.csv,3.365368428376314e-9,5.313683948376999e-15,9.0,9,true
cubic_-7.5_-3.0_-4.5_-9.5_750_53.csv,1.184403686238511e-10,4.901151466878502e-18,7.0,7,true
cubic_-7.5_6.5_6.5_-6.0_550_99.csv,1.8925216949128298e-10,3.532610908760667e-18,9.0,9,true
cubic_7.5_-7.0_9.0_9.0_900_225.csv,8.247447169651423e-11,2.0089575254013186e-18,10.0,10,true
cubic_-7.5_-8.0_-2.5_-5.0_350_84.csv,7.967755680719003,233.62939415042075,10.0,10,true
cubic_7.5_-8.0_4.0_7.5_550_82.csv,8.373697113484013e-8,3.937770406496829e-12,6.0,6,true
cubic_8.0_10.0_0.0_4.5_500_85.csv,8.148268024871751e-8,1.3245408363991117e-12,8.0,8,true
cubic_-8.0_10.0_9.5_8.5_950_162.csv,3.10995699415173e-7,1.884985809978115e-12,13.0,13,true
cubic_8.0_-2.0_1.0_7.5_700_126.csv,12.991144858398712,28532.927752154545,11.0,11,true
cubic_-8.0_-2.0_-4.5_7.0_200_32.csv,8.259813881541664,175.06403622929548,11.0,11,true
cubic_8.0_-2.5_10.0_-2.0_600_48.csv,1.2138173133280361e-8,1.8641737795640577e-14,7.0,7,true
cubic_-8.0_-4.0_7.5_7.0_950_238.csv,9.573222738711415,13414.054108826149,8.0,8,true
cubic_8.0_-4.0_-9.5_2.5_250_58.csv,18.167111133429103,33839.60820250832,5.0,5,true
cubic_8.0_5.0_2.0_7.0_750_150.csv,8.696012416195023,614.7655220902926,9.0,9,true
cubic_8.0_6.5_-1.0_8.0_700_112.csv,9.4372270442733e-8,1.1574839633349794e-12,12.0,12,true
cubic_8.0_8.0_-9.5_5.5_900_225.csv,3.374864832039748e-10,4.0310695526836546e-17,11.0,11,true
cubic_8.5_1.0_7.0_6.0_500_85.csv,9.595666661255109e-8,2.1131756255723258e-12,12.0,12,true
cubic_-8.5_-2.0_-1.0_2.5_500_110.csv,4.251043961289724e-12,2.9971928317656715e-21,23.0,23,true
cubic_-8.5_3.0_-2.5_9.5_400_96.csv,3.126617080795313e-7,1.5498846755207867e-11,10.0,10,true
cubic_-8.5_-3.0_6.5_3.0_250_20.csv,1.4241895751609945e-7,2.434005624166922e-12,5.0,5,true
cubic_8.5_3.5_-3.0_-5.5_850_178.csv,4.445277035358686e-9,5.94805201872303e-15,11.0,11,true
cubic_-8.5_4.5_-1.5_5.0_950_171.csv,3.11095542659956e-8,3.1283663882110436e-13,12.0,12,true
cubic_-8.5_5.0_1.0_2.5_900_207.csv,3.7162317667593925e-10,4.3218338514537734e-17,13.0,13,true
cubic_8.5_-6.5_9.0_10.0_600_150.csv,12.114334999371827,23446.90386517466,12.0,12,true
